,RN,CCTVID,CCTVNAME,CENTERNAME,XCOORD,YCOORD,URL
5893,5902,L180228,평양골(웹)-3,남양주교통정보센터,127.1299011,37.6573937,https://www.utic.go.kr/view/map/openDataCctvStream.jsp?key=XxTwsc3p80QmOWMFWzJ3Y6W4zJmhHXjxKGxpDAeQS9fxU8tEPej1yQhboGwXhk&cctvid=L180228&cctvName=%25ED%258F%2589%25EC%2596%2591%25EA%25B3%25A8(%25EC%259B%25B9)-3&kind=n&cctvip=211.57.45.104&cctvch=null&id=0206&cctvpasswd=null&cctvport=null
5894,5903,L180230,한강초교사거리 TC004,남양주교통정보센터,127.1740291,37.5999088,https://www.utic.go.kr/view/map/openDataCctvStream.jsp?key=XxTwsc3p80QmOWMFWzJ3Y6W4zJmhHXjxKGxpDAeQS9fxU8tEPej1yQhboGwXhk&cctvid=L180230&cctvName=%25ED%2595%259C%25EA%25B0%2595%25EC%25B4%2588%25EA%25B5%2590%25EC%2582%25AC%25EA%25B1%25B0%25EB%25A6%25AC%2520TC004&kind=n&cctvip=211.57.45.104&cctvch=null&id=0404&cctvpasswd=null&cctvport=null
5895,5904,L180231,한별초등학교(웹)-1,남양주교통정보센터,127.1175082,37.6463803,https://www.utic.go.kr/view/map/openDataCctvStream.jsp?key=XxTwsc3p80QmOWMFWzJ3Y6W4zJmhHXjxKGxpDAeQS9fxU8tEPej1yQhboGwXhk&cctvid=L180231&cctvName=%25ED%2595%259C%25EB%25B3%2584%25EC%25B4%2588%25EB%2593%25B1%25ED%2595%2599%25EA%25B5%2590(%25EC%259B%25B9)-1&kind=n&cctvip=211.57.45.104&cctvch=null&id=0208&cctvpasswd=null&cctvport=null
5896,5905,L180232,한별초등학교(웹)-2,남양주교통정보센터,127.1169182,37.6464822,https://www.utic.go.kr/view/map/openDataCctvStream.jsp?key=XxTwsc3p80QmOWMFWzJ3Y6W4zJmhHXjxKGxpDAeQS9fxU8tEPej1yQhboGwXhk&cctvid=L180232&cctvName=%25ED%2595%259C%25EB%25B3%2584%25EC%25B4%2588%25EB%2593%25B1%25ED%2595%2599%25EA%25B5%2590(%25EC%259B%25B9)-2&kind=n&cctvip=211.57.45.104&cctvch=null&id=0209&cctvpasswd=null&cctvport=null
5897,5906,L180233,한양수자인2차,남양주교통정보센터,127.1481001,37.6199163,https://www.utic.go.kr/view/map/openDataCctvStream.jsp?key=XxTwsc3p80QmOWMFWzJ3Y6W4zJmhHXjxKGxpDAeQS9fxU8tEPej1yQhboGwXhk&cctvid=L180233&cctvName=%25ED%2595%259C%25EC%2596%2591%25EC%2588%2598%25EC%259E%2590%25EC%259D%25B82%25EC%25B0%25A8&kind=n&cctvip=211.57.45.104&cctvch=null&id=0286&cctvpasswd=null&cctvport=null
5898,5907,L180234,호만1교,남양주교통정보센터,127.2508,37.6611,https://www.utic.go.kr/view/map/openDataCctvStream.jsp?key=XxTwsc3p80QmOWMFWzJ3Y6W4zJmhHXjxKGxpDAeQS9fxU8tEPej1yQhboGwXhk&cctvid=L180234&cctvName=%25ED%2598%25B8%25EB%25A7%258C1%25EA%25B5%2590&kind=n&cctvip=211.57.45.104&cctvch=null&id=0275&cctvpasswd=null&cctvport=null
5899,5908,L180235,호텔메이(웹),남양주교통정보센터,127.1242969,37.6464143,https://www.utic.go.kr/view/map/openDataCctvStream.jsp?key=XxTwsc3p80QmOWMFWzJ3Y6W4zJmhHXjxKGxpDAeQS9fxU8tEPej1yQhboGwXhk&cctvid=L180235&cctvName=%25ED%2598%25B8%25ED%2585%2594%25EB%25A9%2594%25EC%259D%25B4(%25EC%259B%25B9)&kind=n&cctvip=211.57.45.103&cctvch=null&id=0193&cctvpasswd=null&cctvport=null
5900,5909,L180237,호평IC삼거리,남양주교통정보센터,127.2395724,37.6610547,https://www.utic.go.kr/view/map/openDataCctvStream.jsp?key=XxTwsc3p80QmOWMFWzJ3Y6W4zJmhHXjxKGxpDAeQS9fxU8tEPej1yQhboGwXhk&cctvid=L180237&cctvName=%25ED%2598%25B8%25ED%258F%2589IC%25EC%2582%25BC%25EA%25B1%25B0%25EB%25A6%25AC&kind=n&cctvip=211.57.45.104&cctvch=null&id=0293&cctvpasswd=null&cctvport=null
5901,5910,L180238,호평IC삼거리,남양주교통정보센터,127.2395724,37.6610547,https://www.utic.go.kr/view/map/openDataCctvStream.jsp?key=XxTwsc3p80QmOWMFWzJ3Y6W4zJmhHXjxKGxpDAeQS9fxU8tEPej1yQhboGwXhk&cctvid=L180238&cctvName=%25ED%2598%25B8%25ED%258F%2589IC%25EC%2582%25BC%25EA%25B1%25B0%25EB%25A6%25AC&kind=n&cctvip=211.57.45.104&cctvch=null&id=0292&cctvpasswd=null&cctvport=null
5902,5911,L180242,호평이마트교차로(웹),남양주교통정보센터,127.244,37.6556,https://www.utic.go.kr/view/map/openDataCctvStream.jsp?key=XxTwsc3p80QmOWMFWzJ3Y6W4zJmhHXjxKGxpDAeQS9fxU8tEPej1yQhboGwXhk&cctvid=L180242&cctvName=%25ED%2598%25B8%25ED%258F%2589%25EC%259D%25B4%25EB%25A7%2588%25ED%258A%25B8%25EA%25B5%2590%25EC%25B0%25A8%25EB%25A1%259C(%25EC%259B%25B9)&kind=n&cctvip=211.57.45.103&cctvch=null&id=0258&cctvpasswd=null&cctvport=null
5903,5912,L180249,화도청구아파트,남양주교통정보센터,127.303125,37.640458,https://www.utic.go.kr/view/map/openDataCctvStream.jsp?key=XxTwsc3p80QmOWMFWzJ3Y6W4zJmhHXjxKGxpDAeQS9fxU8tEPej1yQhboGwXhk&cctvid=L180249&cctvName=%25ED%2599%2594%25EB%258F%2584%25EC%25B2%25AD%25EA%25B5%25AC%25EC%2595%2584%25ED%258C%258C%25ED%258A%25B8&kind=n&cctvip=211.57.45.103&cctvch=null&id=0144&cctvpasswd=null&cctvport=null
5904,5913,L180250,화도청구아파트(웹),남양주교통정보센터,127.303125,37.640458,https://www.utic.go.kr/view/map/openDataCctvStream.jsp?key=XxTwsc3p80QmOWMFWzJ3Y6W4zJmhHXjxKGxpDAeQS9fxU8tEPej1yQhboGwXhk&cctvid=L180250&cctvName=%25ED%2599%2594%25EB%258F%2584%25EC%25B2%25AD%25EA%25B5%25AC%25EC%2595%2584%25ED%258C%258C%25ED%258A%25B8(%25EC%259B%25B9)&kind=n&cctvip=211.57.45.103&cctvch=null&id=0145&cctvpasswd=null&cctvport=null
5905,5914,L180252,화접초등학교(웹),남양주교통정보센터,127.1163801,37.6524452,https://www.utic.go.kr/view/map/openDataCctvStream.jsp?key=XxTwsc3p80QmOWMFWzJ3Y6W4zJmhHXjxKGxpDAeQS9fxU8tEPej1yQhboGwXhk&cctvid=L180252&cctvName=%25ED%2599%2594%25EC%25A0%2591%25EC%25B4%2588%25EB%2593%25B1%25ED%2595%2599%25EA%25B5%2590(%25EC%259B%25B9)&kind=n&cctvip=211.57.45.103&cctvch=null&id=0190&cctvpasswd=null&cctvport=null
5906,5915,L180253,효성아파트사거리(웹),남양주교통정보센터,127.3386551,37.651642,https://www.utic.go.kr/view/map/openDataCctvStream.jsp?key=XxTwsc3p80QmOWMFWzJ3Y6W4zJmhHXjxKGxpDAeQS9fxU8tEPej1yQhboGwXhk&cctvid=L180253&cctvName=%25ED%259A%25A8%25EC%2584%25B1%25EC%2595%2584%25ED%258C%258C%25ED%258A%25B8%25EC%2582%25AC%25EA%25B1%25B0%25EB%25A6%25AC(%25EC%259B%25B9)&kind=n&cctvip=211.57.45.103&cctvch=null&id=0237&cctvpasswd=null&cctvport=null
5907,5916,E100001,MBC네거리,대구교통정보센터,128.62648,35.866703,https://www.utic.go.kr/view/map/openDataCctvStream.jsp?key=XxTwsc3p80QmOWMFWzJ3Y6W4zJmhHXjxKGxpDAeQS9fxU8tEPej1yQhboGwXhk&cctvid=E100001&cctvName=MBC%25EB%2584%25A4%25EA%25B1%25B0%25EB%25A6%25AC&kind=H&cctvip=null&cctvch=44&id=1&cctvpasswd=null&cctvport=null
5908,5917,E100002,가창삼거리,대구교통정보센터,128.622411,35.801472,https://www.utic.go.kr/view/map/openDataCctvStream.jsp?key=XxTwsc3p80QmOWMFWzJ3Y6W4zJmhHXjxKGxpDAeQS9fxU8tEPej1yQhboGwXhk&cctvid=E100002&cctvName=%25EA%25B0%2580%25EC%25B0%25BD%25EC%2582%25BC%25EA%25B1%25B0%25EB%25A6%25AC&kind=H&cctvip=null&cctvch=206&id=3&cctvpasswd=null&cctvport=null
5909,5918,E100003,감삼네거리,대구교통정보센터,128.5481,35.854124,https://www.utic.go.kr/view/map/openDataCctvStream.jsp?key=XxTwsc3p80QmOWMFWzJ3Y6W4zJmhHXjxKGxpDAeQS9fxU8tEPej1yQhboGwXhk&cctvid=E100003&cctvName=%25EA%25B0%2590%25EC%2582%25BC%25EB%2584%25A4%25EA%25B1%25B0%25EB%25A6%25AC&kind=H&cctvip=null&cctvch=160&id=3&cctvpasswd=null&cctvport=null
5910,5919,E100004,강창교,대구교통정보센터,128.470244,35.854174,https://www.utic.go.kr/view/map/openDataCctvStream.jsp?key=XxTwsc3p80QmOWMFWzJ3Y6W4zJmhHXjxKGxpDAeQS9fxU8tEPej1yQhboGwXhk&cctvid=E100004&cctvName=%25EA%25B0%2595%25EC%25B0%25BD%25EA%25B5%2590&kind=H&cctvip=null&cctvch=100&id=2&cctvpasswd=null&cctvport=null
5911,5920,E100005,강촌마을교차로,대구교통정보센터,128.668687,35.876431,https://www.utic.go.kr/view/map/openDataCctvStream.jsp?key=XxTwsc3p80QmOWMFWzJ3Y6W4zJmhHXjxKGxpDAeQS9fxU8tEPej1yQhboGwXhk&cctvid=E100005&cctvName=%25EA%25B0%2595%25EC%25B4%258C%25EB%25A7%2588%25EC%259D%2584%25EA%25B5%2590%25EC%25B0%25A8%25EB%25A1%259C&kind=H&cctvip=null&cctvch=171&id=3&cctvpasswd=null&cctvport=null
5912,5921,E100006,거동네거리,대구교통정보센터,128.558313,35.944943,https://www.utic.go.kr/view/map/openDataCctvStream.jsp?key=XxTwsc3p80QmOWMFWzJ3Y6W4zJmhHXjxKGxpDAeQS9fxU8tEPej1yQhboGwXhk&cctvid=E100006&cctvName=%25EA%25B1%25B0%25EB%258F%2599%25EB%2584%25A4%25EA%25B1%25B0%25EB%25A6%25AC&kind=H&cctvip=null&cctvch=158&id=3&cctvpasswd=null&cctvport=null
5913,5922,E100007,건들바위네거리,대구교통정보센터,128.598484,35.855712,https://www.utic.go.kr/view/map/openDataCctvStream.jsp?key=XxTwsc3p80QmOWMFWzJ3Y6W4zJmhHXjxKGxpDAeQS9fxU8tEPej1yQhboGwXhk&cctvid=E100007&cctvName=%25EA%25B1%25B4%25EB%2593%25A4%25EB%25B0%2594%25EC%259C%2584%25EB%2584%25A4%25EA%25B1%25B0%25EB%25A6%25AC&kind=H&cctvip=null&cctvch=37&id=1&cctvpasswd=null&cctvport=null
5914,5923,E100008,검단네거리,대구교통정보센터,128.619153,35.906028,https://www.utic.go.kr/view/map/openDataCctvStream.jsp?key=XxTwsc3p80QmOWMFWzJ3Y6W4zJmhHXjxKGxpDAeQS9fxU8tEPej1yQhboGwXhk&cctvid=E100008&cctvName=%25EA%25B2%2580%25EB%258B%25A8%25EB%2584%25A4%25EA%25B1%25B0%25EB%25A6%25AC&kind=H&cctvip=null&cctvch=165&id=3&cctvpasswd=null&cctvport=null
5915,5924,E100009,경기장네거리,대구교통정보센터,128.683564,35.832985,https://www.utic.go.kr/view/map/openDataCctvStream.jsp?key=XxTwsc3p80QmOWMFWzJ3Y6W4zJmhHXjxKGxpDAeQS9fxU8tEPej1yQhboGwXhk&cctvid=E100009&cctvName=%25EA%25B2%25BD%25EA%25B8%25B0%25EC%259E%25A5%25EB%2584%25A4%25EA%25B1%25B0%25EB%25A6%25AC&kind=H&cctvip=null&cctvch=33&id=1&cctvpasswd=null&cctvport=null
5916,5925,E100010,경대교,대구교통정보센터,128.601905,35.886359,https://www.utic.go.kr/view/map/openDataCctvStream.jsp?key=XxTwsc3p80QmOWMFWzJ3Y6W4zJmhHXjxKGxpDAeQS9fxU8tEPej1yQhboGwXhk&cctvid=E100010&cctvName=%25EA%25B2%25BD%25EB%258C%2580%25EA%25B5%2590&kind=H&cctvip=null&cctvch=11&id=1&cctvpasswd=null&cctvport=null
5917,5926,E100011,경대북문,대구교통정보센터,128.609402,35.89238,https://www.utic.go.kr/view/map/openDataCctvStream.jsp?key=XxTwsc3p80QmOWMFWzJ3Y6W4zJmhHXjxKGxpDAeQS9fxU8tEPej1yQhboGwXhk&cctvid=E100011&cctvName=%25EA%25B2%25BD%25EB%258C%2580%25EB%25B6%2581%25EB%25AC%25B8&kind=H&cctvip=null&cctvch=89&id=2&cctvpasswd=null&cctvport=null
5918,5927,E100012,계명네거리,대구교통정보센터,128.58304,35.856101,https://www.utic.go.kr/view/map/openDataCctvStream.jsp?key=XxTwsc3p80QmOWMFWzJ3Y6W4zJmhHXjxKGxpDAeQS9fxU8tEPej1yQhboGwXhk&cctvid=E100012&cctvName=%25EA%25B3%2584%25EB%25AA%2585%25EB%2584%25A4%25EA%25B1%25B0%25EB%25A6%25AC&kind=H&cctvip=null&cctvch=85&id=2&cctvpasswd=null&cctvport=null
5919,5928,E100013,계산오거리,대구교통정보센터,128.587811,35.866577,https://www.utic.go.kr/view/map/openDataCctvStream.jsp?key=XxTwsc3p80QmOWMFWzJ3Y6W4zJmhHXjxKGxpDAeQS9fxU8tEPej1yQhboGwXhk&cctvid=E100013&cctvName=%25EA%25B3%2584%25EC%2582%25B0%25EC%2598%25A4%25EA%25B1%25B0%25EB%25A6%25AC&kind=H&cctvip=null&cctvch=99&id=2&cctvpasswd=null&cctvport=null
5920,5929,E100014,고모로,대구교통정보센터,128.675733,35.862289,https://www.utic.go.kr/view/map/openDataCctvStream.jsp?key=XxTwsc3p80QmOWMFWzJ3Y6W4zJmhHXjxKGxpDAeQS9fxU8tEPej1yQhboGwXhk&cctvid=E100014&cctvName=%25EA%25B3%25A0%25EB%25AA%25A8%25EB%25A1%259C&kind=H&cctvip=null&cctvch=127&id=2&cctvpasswd=null&cctvport=null
5921,5930,E100015,공산수원지삼거리,대구교통정보센터,128.603856,35.90246,https://www.utic.go.kr/view/map/openDataCctvStream.jsp?key=XxTwsc3p80QmOWMFWzJ3Y6W4zJmhHXjxKGxpDAeQS9fxU8tEPej1yQhboGwXhk&cctvid=E100015&cctvName=%25EA%25B3%25B5%25EC%2582%25B0%25EC%2588%2598%25EC%259B%2590%25EC%25A7%2580%25EC%2582%25BC%25EA%25B1%25B0%25EB%25A6%25AC&kind=H&cctvip=null&cctvch=13&id=1&cctvpasswd=null&cctvport=null
5922,5931,E100016,공평네거리,대구교통정보센터,128.600041,35.86981,https://www.utic.go.kr/view/map/openDataCctvStream.jsp?key=XxTwsc3p80QmOWMFWzJ3Y6W4zJmhHXjxKGxpDAeQS9fxU8tEPej1yQhboGwXhk&cctvid=E100016&cctvName=%25EA%25B3%25B5%25ED%258F%2589%25EB%2584%25A4%25EA%25B1%25B0%25EB%25A6%25AC&kind=H&cctvip=null&cctvch=77&id=2&cctvpasswd=null&cctvport=null
5923,5932,E100017,공항교교차로,대구교통정보센터,128.622479,35.899009,https://www.utic.go.kr/view/map/openDataCctvStream.jsp?key=XxTwsc3p80QmOWMFWzJ3Y6W4zJmhHXjxKGxpDAeQS9fxU8tEPej1yQhboGwXhk&cctvid=E100017&cctvName=%25EA%25B3%25B5%25ED%2595%25AD%25EA%25B5%2590%25EA%25B5%2590%25EC%25B0%25A8%25EB%25A1%259C&kind=H&cctvip=null&cctvch=159&id=3&cctvpasswd=null&cctvport=null
5924,5933,E100018,관계삼거리,대구교통정보센터,128.64952,35.818824,https://www.utic.go.kr/view/map/openDataCctvStream.jsp?key=XxTwsc3p80QmOWMFWzJ3Y6W4zJmhHXjxKGxpDAeQS9fxU8tEPej1yQhboGwXhk&cctvid=E100018&cctvName=%25EA%25B4%2580%25EA%25B3%2584%25EC%2582%25BC%25EA%25B1%25B0%25EB%25A6%25AC&kind=H&cctvip=null&cctvch=5&id=1&cctvpasswd=null&cctvport=null
5925,5934,E100019,교동네거리,대구교통정보센터,128.601048,35.873643,https://www.utic.go.kr/view/map/openDataCctvStream.jsp?key=XxTwsc3p80QmOWMFWzJ3Y6W4zJmhHXjxKGxpDAeQS9fxU8tEPej1yQhboGwXhk&cctvid=E100019&cctvName=%25EA%25B5%2590%25EB%258F%2599%25EB%2584%25A4%25EA%25B1%25B0%25EB%25A6%25AC&kind=H&cctvip=null&cctvch=45&id=1&cctvpasswd=null&cctvport=null
5926,5935,E100020,금리사거리,대구교통정보센터,128.450545,35.681649,https://www.utic.go.kr/view/map/openDataCctvStream.jsp?key=XxTwsc3p80QmOWMFWzJ3Y6W4zJmhHXjxKGxpDAeQS9fxU8tEPej1yQhboGwXhk&cctvid=E100020&cctvName=%25EA%25B8%2588%25EB%25A6%25AC%25EC%2582%25AC%25EA%25B1%25B0%25EB%25A6%25AC&kind=H&cctvip=null&cctvch=137&id=2&cctvpasswd=null&cctvport=null
5927,5936,E100021,금호분기점,대구교통정보센터,128.53474,35.894312,https://www.utic.go.kr/view/map/openDataCctvStream.jsp?key=XxTwsc3p80QmOWMFWzJ3Y6W4zJmhHXjxKGxpDAeQS9fxU8tEPej1yQhboGwXhk&cctvid=E100021&cctvName=%25EA%25B8%2588%25ED%2598%25B8%25EB%25B6%2584%25EA%25B8%25B0%25EC%25A0%2590&kind=H&cctvip=null&cctvch=120&id=2&cctvpasswd=null&cctvport=null
5928,5937,E100022,김흥1,대구교통정보센터,128.491433,35.758237,https://www.utic.go.kr/view/map/openDataCctvStream.jsp?key=XxTwsc3p80QmOWMFWzJ3Y6W4zJmhHXjxKGxpDAeQS9fxU8tEPej1yQhboGwXhk&cctvid=E100022&cctvName=%25EA%25B9%2580%25ED%259D%25A51&kind=H&cctvip=null&cctvch=72&id=1&cctvpasswd=null&cctvport=null
5929,5938,E100023,김흥2 15M-1,대구교통정보센터,128.490033,35.745321,https://www.utic.go.kr/view/map/openDataCctvStream.jsp?key=XxTwsc3p80QmOWMFWzJ3Y6W4zJmhHXjxKGxpDAeQS9fxU8tEPej1yQhboGwXhk&cctvid=E100023&cctvName=%25EA%25B9%2580%25ED%259D%25A52%252015M-1&kind=H&cctvip=null&cctvch=71&id=1&cctvpasswd=null&cctvport=null
5930,5939,E100024,남대구IC,대구교통정보센터,128.527436,35.841363,https://www.utic.go.kr/view/map/openDataCctvStream.jsp?key=XxTwsc3p80QmOWMFWzJ3Y6W4zJmhHXjxKGxpDAeQS9fxU8tEPej1yQhboGwXhk&cctvid=E100024&cctvName=%25EB%2582%25A8%25EB%258C%2580%25EA%25B5%25ACIC&kind=H&cctvip=null&cctvch=119&id=2&cctvpasswd=null&cctvport=null
5931,5940,E100025,남대구IC삼거리,대구교통정보센터,128.522547,35.836796,https://www.utic.go.kr/view/map/openDataCctvStream.jsp?key=XxTwsc3p80QmOWMFWzJ3Y6W4zJmhHXjxKGxpDAeQS9fxU8tEPej1yQhboGwXhk&cctvid=E100025&cctvName=%25EB%2582%25A8%25EB%258C%2580%25EA%25B5%25ACIC%25EC%2582%25BC%25EA%25B1%25B0%25EB%25A6%25AC&kind=H&cctvip=null&cctvch=208&id=3&cctvpasswd=null&cctvport=null
5932,5941,E100026,남문네거리,대구교통정보센터,128.592425,35.860994,https://www.utic.go.kr/view/map/openDataCctvStream.jsp?key=XxTwsc3p80QmOWMFWzJ3Y6W4zJmhHXjxKGxpDAeQS9fxU8tEPej1yQhboGwXhk&cctvid=E100026&cctvName=%25EB%2582%25A8%25EB%25AC%25B8%25EB%2584%25A4%25EA%25B1%25B0%25EB%25A6%25AC&kind=H&cctvip=null&cctvch=83&id=2&cctvpasswd=null&cctvport=null
5933,5942,E100027,남침산네거리,대구교통정보센터,128.590098,35.883431,https://www.utic.go.kr/view/map/openDataCctvStream.jsp?key=XxTwsc3p80QmOWMFWzJ3Y6W4zJmhHXjxKGxpDAeQS9fxU8tEPej1yQhboGwXhk&cctvid=E100027&cctvName=%25EB%2582%25A8%25EC%25B9%25A8%25EC%2582%25B0%25EB%2584%25A4%25EA%25B1%25B0%25EB%25A6%25AC&kind=H&cctvip=null&cctvch=213&id=3&cctvpasswd=null&cctvport=null
5934,5943,E100028,능성,대구교통정보센터,128.739519,35.963073,https://www.utic.go.kr/view/map/openDataCctvStream.jsp?key=XxTwsc3p80QmOWMFWzJ3Y6W4zJmhHXjxKGxpDAeQS9fxU8tEPej1yQhboGwXhk&cctvid=E100028&cctvName=%25EB%258A%25A5%25EC%2584%25B1&kind=H&cctvip=null&cctvch=128&id=2&cctvpasswd=null&cctvport=null
5935,5944,E100029,달성네거리,대구교통정보센터,128.58148,35.877358,https://www.utic.go.kr/view/map/openDataCctvStream.jsp?key=XxTwsc3p80QmOWMFWzJ3Y6W4zJmhHXjxKGxpDAeQS9fxU8tEPej1yQhboGwXhk&cctvid=E100029&cctvName=%25EB%258B%25AC%25EC%2584%25B1%25EB%2584%25A4%25EA%25B1%25B0%25EB%25A6%25AC&kind=H&cctvip=null&cctvch=86&id=2&cctvpasswd=null&cctvport=null
5936,5945,E100030,대구공고네거리,대구교통정보센터,128.61422,35.88125,https://www.utic.go.kr/view/map/openDataCctvStream.jsp?key=XxTwsc3p80QmOWMFWzJ3Y6W4zJmhHXjxKGxpDAeQS9fxU8tEPej1yQhboGwXhk&cctvid=E100030&cctvName=%25EB%258C%2580%25EA%25B5%25AC%25EA%25B3%25B5%25EA%25B3%25A0%25EB%2584%25A4%25EA%25B1%25B0%25EB%25A6%25AC&kind=H&cctvip=null&cctvch=26&id=1&cctvpasswd=null&cctvport=null
5937,5946,E100031,대구역네거리,대구교통정보센터,128.595069,35.874851,https://www.utic.go.kr/view/map/openDataCctvStream.jsp?key=XxTwsc3p80QmOWMFWzJ3Y6W4zJmhHXjxKGxpDAeQS9fxU8tEPej1yQhboGwXhk&cctvid=E100031&cctvName=%25EB%258C%2580%25EA%25B5%25AC%25EC%2597%25AD%25EB%2584%25A4%25EA%25B1%25B0%25EB%25A6%25AC&kind=H&cctvip=null&cctvch=87&id=2&cctvpasswd=null&cctvport=null
5938,5947,E100032,대구은행네거리,대구교통정보센터,128.614208,35.859642,https://www.utic.go.kr/view/map/openDataCctvStream.jsp?key=XxTwsc3p80QmOWMFWzJ3Y6W4zJmhHXjxKGxpDAeQS9fxU8tEPej1yQhboGwXhk&cctvid=E100032&cctvName=%25EB%258C%2580%25EA%25B5%25AC%25EC%259D%2580%25ED%2596%2589%25EB%2584%25A4%25EA%25B1%25B0%25EB%25A6%25AC&kind=H&cctvip=null&cctvch=93&id=2&cctvpasswd=null&cctvport=null
5939,5948,E100033,대덕문화전당,대구교통정보센터,128.577858,35.831892,https://www.utic.go.kr/view/map/openDataCctvStream.jsp?key=XxTwsc3p80QmOWMFWzJ3Y6W4zJmhHXjxKGxpDAeQS9fxU8tEPej1yQhboGwXhk&cctvid=E100033&cctvName=%25EB%258C%2580%25EB%258D%2595%25EB%25AC%25B8%25ED%2599%2594%25EC%25A0%2584%25EB%258B%25B9&kind=H&cctvip=null&cctvch=271&id=4&cctvpasswd=null&cctvport=null
5940,5949,E100034,대덕산임휴사,대구교통정보센터,128.55659,35.809224,https://www.utic.go.kr/view/map/openDataCctvStream.jsp?key=XxTwsc3p80QmOWMFWzJ3Y6W4zJmhHXjxKGxpDAeQS9fxU8tEPej1yQhboGwXhk&cctvid=E100034&cctvName=%25EB%258C%2580%25EB%258D%2595%25EC%2582%25B0%25EC%259E%2584%25ED%259C%25B4%25EC%2582%25AC&kind=H&cctvip=null&cctvch=266&id=4&cctvpasswd=null&cctvport=null
5941,5950,E100035,대덕승마장,대구교통정보센터,128.555351,35.825593,https://www.utic.go.kr/view/map/openDataCctvStream.jsp?key=XxTwsc3p80QmOWMFWzJ3Y6W4zJmhHXjxKGxpDAeQS9fxU8tEPej1yQhboGwXhk&cctvid=E100035&cctvName=%25EB%258C%2580%25EB%258D%2595%25EC%258A%25B9%25EB%25A7%2588%25EC%259E%25A5&kind=H&cctvip=null&cctvch=268&id=4&cctvpasswd=null&cctvport=null
5942,5951,E100036,대리삼거리,대구교통정보센터,128.423907,35.663474,https://www.utic.go.kr/view/map/openDataCctvStream.jsp?key=XxTwsc3p80QmOWMFWzJ3Y6W4zJmhHXjxKGxpDAeQS9fxU8tEPej1yQhboGwXhk&cctvid=E100036&cctvName=%25EB%258C%2580%25EB%25A6%25AC%25EC%2582%25BC%25EA%25B1%25B0%25EB%25A6%25AC&kind=H&cctvip=null&cctvch=145&id=2&cctvpasswd=null&cctvport=null
5943,5952,E100037,대봉교,대구교통정보센터,128.607077,35.854998,https://www.utic.go.kr/view/map/openDataCctvStream.jsp?key=XxTwsc3p80QmOWMFWzJ3Y6W4zJmhHXjxKGxpDAeQS9fxU8tEPej1yQhboGwXhk&cctvid=E100037&cctvName=%25EB%258C%2580%25EB%25B4%2589%25EA%25B5%2590&kind=H&cctvip=null&cctvch=204&id=3&cctvpasswd=null&cctvport=null
5944,5953,E100038,대실역네거리,대구교통정보센터,128.465696,35.857066,https://www.utic.go.kr/view/map/openDataCctvStream.jsp?key=XxTwsc3p80QmOWMFWzJ3Y6W4zJmhHXjxKGxpDAeQS9fxU8tEPej1yQhboGwXhk&cctvid=E100038&cctvName=%25EB%258C%2580%25EC%258B%25A4%25EC%2597%25AD%25EB%2584%25A4%25EA%25B1%25B0%25EB%25A6%25AC&kind=H&cctvip=null&cctvch=153&id=3&cctvpasswd=null&cctvport=null
5945,5954,E100039,대천교삼거리,대구교통정보센터,128.502613,35.818399,https://www.utic.go.kr/view/map/openDataCctvStream.jsp?key=XxTwsc3p80QmOWMFWzJ3Y6W4zJmhHXjxKGxpDAeQS9fxU8tEPej1yQhboGwXhk&cctvid=E100039&cctvName=%25EB%258C%2580%25EC%25B2%259C%25EA%25B5%2590%25EC%2582%25BC%25EA%25B1%25B0%25EB%25A6%25AC&kind=H&cctvip=null&cctvch=163&id=3&cctvpasswd=null&cctvport=null
5946,5955,E100040,대천지하도네거리,대구교통정보센터,128.507089,35.815436,https://www.utic.go.kr/view/map/openDataCctvStream.jsp?key=XxTwsc3p80QmOWMFWzJ3Y6W4zJmhHXjxKGxpDAeQS9fxU8tEPej1yQhboGwXhk&cctvid=E100040&cctvName=%25EB%258C%2580%25EC%25B2%259C%25EC%25A7%2580%25ED%2595%2598%25EB%258F%2584%25EB%2584%25A4%25EA%25B1%25B0%25EB%25A6%25AC&kind=H&cctvip=null&cctvch=216&id=3&cctvpasswd=null&cctvport=null
5947,5956,E100041,덕곡,대구교통정보센터,128.614994,35.992322,https://www.utic.go.kr/view/map/openDataCctvStream.jsp?key=XxTwsc3p80QmOWMFWzJ3Y6W4zJmhHXjxKGxpDAeQS9fxU8tEPej1yQhboGwXhk&cctvid=E100041&cctvName=%25EB%258D%2595%25EA%25B3%25A1&kind=H&cctvip=null&cctvch=129&id=2&cctvpasswd=null&cctvport=null
5948,5957,E100042,덕천치안센터,대구교통정보센터,128.600633,35.833669,https://www.utic.go.kr/view/map/openDataCctvStream.jsp?key=XxTwsc3p80QmOWMFWzJ3Y6W4zJmhHXjxKGxpDAeQS9fxU8tEPej1yQhboGwXhk&cctvid=E100042&cctvName=%25EB%258D%2595%25EC%25B2%259C%25EC%25B9%2598%25EC%2595%2588%25EC%2584%25BC%25ED%2584%25B0&kind=H&cctvip=null&cctvch=274&id=4&cctvpasswd=null&cctvport=null
